Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Top dressing fertilizer application in paddy,Recommended for apply urea 25 kg + potash 15 kg + neem cake 5 kg / acre,PUDUCHERRY,KARAIKAL,KARAIKAL,07:12.4
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,asking about paddy weed management,recommended for pendimethilin 800 ml mixed with 20 kg of sand on 3rd DAP,PUDUCHERRY,KARAIKAL,KARAIKAL,30:20.2
JAYAD,AGRICULTURE,Others,Others,Weather,Asked about weather report for Puducherry,Recommended weather report for Puducherry have a chance of rainfall with cloudy weather,PUDUCHERRY,KARAIKAL,KARAIKAL,57:23.8
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,asking for the black gram varieties suitable for the season,"recommended for the varieties Vamban 4,5 , 7 and 8",PUDUCHERRY,KARAIKAL,KARAIKAL,34:37.3
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Villupuram black gram market rate,Recommended for  Villupuram black gram market rate Rs 10089-11782/ quintal,PUDUCHERRY,KARAIKAL,KARAIKAL,40:59.6
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Flower drop in cotton,Recommended for spray planofix 2 ml/10 litre of water.,PUDUCHERRY,KARAIKAL,KARAIKAL,28:24.3
JAYAD,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,asking about cotton flower drop management,recommended for spray Plano fix 5 ml  / 10  lit of water.,PUDUCHERRY,KARAIKAL,Nedungadu,18:23.6
JAYAD,AGRICULTURE,Others,Others,Soil Testing,Soil testing in agriculture,"Recommended for contact to assistant director of agriculture , karaikaal, puduchery",PUDUCHERRY,KARAIKAL,KARAIKAL,58:19.3
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,weed management for paddy (Direct wet seeded rice),Recommended for spray Pritilachlor 600 ml/ ac on 8th day after sowing,PUDUCHERRY,KARAIKAL,KARAIKAL,30:47.1
JAYAD,ANIMAL HUSBANDRY,Animal,POULTRY  FARM ,Livestock Products Processing and Packaging,Nagapattinam District Veterinary University Training and Research Centre contact number,Recommended for Nagapattinam District Veterinary University Training and Research Centre contact number  phone :04365-224123,PUDUCHERRY,KARAIKAL,KARAIKAL,45:58.1
NA,AGRICULTURE,Others,Others,Weather,Asking for weather report.,Have told him according to the IMD data analysis.,MIZORAM,SAIHA,SAIHA,28:00.1
RABI,AGRICULTURE,Others,Others,Weather,Rainfall forecast for karaikal District,Recommended for  Rainfall forecast of Karaikal District Today: No Rain Fall (0.0 mm),PUDUCHERRY,KARAIKAL,KARAIKAL,41:03.8
RABI,AGRICULTURE,Cereals,Paddy (Dhan),"	Water Management	",paddy brown leaf hopper control using water management,recommended for Drain the water before use of insecticides.,PUDUCHERRY,KARAIKAL,Thirunallar,27:42.5
RABI,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",stem borer management in paddy,Recommended for spray chlorpyriphos 2 ml / lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,33:57.8
RABI,AGRICULTURE,Others,Others,Weather,weather report,Recommended for today have no rainfall.,PUDUCHERRY,KARAIKAL,KARAIKAL,43:10.4
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),"	Plant Protection	",black gram pest management details,recommended for spray profenophos 2 ml / lit of water.,PUDUCHERRY,KARAIKAL,Kottucherry,54:56.9
RABI,AGRICULTURE,Others,Others,Weather,weather detail for karaikal dist,date from 6 to 7 have no rain,PUDUCHERRY,KARAIKAL,KARAIKAL,45:18.7
RABI,AGRICULTURE,Others,Others,Weather,Weather report for karaikal district,Recommended for weather report today no rain(0mm),PUDUCHERRY,KARAIKAL,Thirunallar,15:57.2
RABI,AGRICULTURE,Others,Others,Weather,puducherry weather report details,recommended for tomorrow no rain .,PUDUCHERRY,KARAIKAL,KARAIKAL,21:19.2
RABI,AGRICULTURE,Others,Others,Weather,weather report,Recommended for today have no rainfall.,PUDUCHERRY,KARAIKAL,KARAIKAL,22:23.2
RABI,HORTICULTURE,Vegetables,Watermelon,Seeds and Planting Material,Watermelon season and varieties,"Recommended for Varieties: Sugar Baby and Arka Manik,PKM 1Hybrids: Arka Jyoti and Pusa Bedana.",PUDUCHERRY,KARAIKAL,KARAIKAL,44:46.0
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,Greengram varieties for masipattam,"Recommended for varieties are Co 6, VBN(Gg) 3",PUDUCHERRY,KARAIKAL,Nedungadu,49:29.5
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,paddy fertilizer management,Recommended for apply ammonium sulphate 30kg / ac,PUDUCHERRY,KARAIKAL,KARAIKAL,09:56.5
RABI,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",Mealybug in paddy,Recommended for spray Buprofezin (25 SC) @200 ml/ 200 lit of water for 1 acre,PUDUCHERRY,KARAIKAL,Thirunallar,55:14.7
RABI,HORTICULTURE,Flowers,Jasmine,Nutrient Management,Growth regulators spray for Jasmin,"Foliar application of GA3 at 50 to 100 ppm thrice at 40, 55 and 60 days after planting.",PUDUCHERRY,KARAIKAL,KARAIKAL,09:04.4
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Fertilizer Use and Availability,blackgram foliar application,Recommended for spray DAP 20 gm / lit of water.,PUDUCHERRY,KARAIKAL,KARAIKAL,59:08.9
RABI,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",blast in paddy,Recommended for spray Pseudomonas fluorescens 10gm / lit,PUDUCHERRY,KARAIKAL,KARAIKAL,26:34.7
RABI,ANIMAL HUSBANDRY,Animal,POULTRY  FARM ,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",poultry farming details,recommended for Veterinary University Training and Research Centre phone number:9444217792,PUDUCHERRY,KARAIKAL,Kottucherry,47:26.3
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,black gram sowing season and variety,"Recommended for black gram sowing season : December -january and variety :  VBN 3, VBN (Bg) 4, VBN(Bg) 5, VBN 6, Co 6, TMV 1",PUDUCHERRY,KARAIKAL,KARAIKAL,10:45.6
RABI,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",leaf folder in paddy,Recommended for spray Fipronil 2 ml / lit  of water.,PUDUCHERRY,KARAIKAL,KARAIKAL,48:22.0
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,black gram   variety,Recommended for black gram variety: ADT 3,PUDUCHERRY,KARAIKAL,KARAIKAL,09:11.7
RABI,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",Brown plant leafhopper in paddy,Recommended for spray  Azadirachtin 3 ml + teepal 1 ml/ lit of water,PUDUCHERRY,KARAIKAL,KARAIKAL,00:07.5
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,Blackgram sowing season and variety,"recommended for Markazhi – Thaipattam VBN 3, VBN (Bg) 4, VBN (Bg) 5, TNAU (Blackgram) VBN 6, TNAU (Blackgram) Co 6, TMV 1",PUDUCHERRY,KARAIKAL,KARAIKAL,16:10.5
RABI,AGRICULTURE,Millets,Italian Millet (Thenai/Navane/Foxtail Millet/Kang),Seeds,thenai seeds availability,Recommended for contact to Department of Millets ph 0422-2450507,PUDUCHERRY,KARAIKAL,Thirunallar,15:23.4
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,leaf folder in paddy,Recommended for spray Fipronil 2 ml / lit  of water.,PUDUCHERRY,KARAIKAL,KARAIKAL,32:02.7
RABI,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",Paddy in leaf folder,Recommended for spray cartap hydro chloride 2 gram /liter of water.,PUDUCHERRY,KARAIKAL,KARAIKAL,15:03.9
RABI,AGRICULTURE,Others,Others,Weather,Karaikal today weather Report,Recommended for Karaikal Today No Rain Fall,PUDUCHERRY,KARAIKAL,KARAIKAL,49:35.9
RABI,AGRICULTURE,Others,Others,Weather,Karaikal today weather Report,Recommended for Karaikal Today No Rain Fall,PUDUCHERRY,KARAIKAL,KARAIKAL,58:44.9
KHARIF,AGRICULTURE,Others,Others,Weather,Weather forecast details for Puducherry  dist.,Recommended for today and tomorrow weather report is cloudy weather and possibility of light rain chances is there.,PUDUCHERRY,KARAIKAL,KARAIKAL,02:46.2
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Mealy bug in cotton,Recommended for spray Imidacloprid 0.5 ml+ Azadirachtin 3 ml + Teepol 1 ml /litre,PUDUCHERRY,KARAIKAL,KARAIKAL,32:26.5
KHARIF,HORTICULTURE,Vegetables,Garden Pea,Cultural Practices,asking for the harvest details of amaranthus,recommended for the harvest of Leafy types25 days after sowing for Mulaikeerai (10 t/ha)40 days after sowing for Thandukeerai (16 t/ha)Clipping types10 clippings at weekly intervals (30 t/ha),PUDUCHERRY,KARAIKAL,Nedungadu,07:23.8
KHARIF,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,Market rate information for sesame,Recommended for Tindivanam market rate ; 4125 - 6811 Rs/Quintal,PUDUCHERRY,KARAIKAL,Thirunallar,50:39.4
KHARIF,HORTICULTURE,Vegetables,Brinjal,Fertilizer Use and Availability,chilli basal fertilizer management,recommended for apply urea 26 kg+ super phosphate 140 kg + 19 kg potash / acre,PUDUCHERRY,KARAIKAL,KARAIKAL,42:09.4
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Cotton Magnesium Deficiency Symptoms,Recommended for spray Foliar spray of MgSO4(Magnesium sulphate ) @ 2 % 20 g/ lit of water .,PUDUCHERRY,KARAIKAL,KARAIKAL,01:54.0
KHARIF,HORTICULTURE,Vegetables,Chillies,Fertilizer Use and Availability,Chilli basal fertilizer management,Recommended for apply urea 25 kg + super phosphate 150 kg + potash 20 kg / ac,PUDUCHERRY,KARAIKAL,KARAIKAL,47:35.6
KHARIF,HORTICULTURE,Vegetables,Chillies,Nursery Management,asking for the nursery management in chillies,recommended that after 6 days of germinated seedlings provide the shade net. water with rose can everyday upto seed germination. Drench with 19:19:19 @ 0.5% (5g/l) at 18 days after sowing.,PUDUCHERRY,KARAIKAL,KARAIKAL,24:56.8
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",asking about paddy brown plant leafhopper management,recommended for Vasambu powder 5 kg /acre,PUDUCHERRY,KARAIKAL,KARAIKAL,31:18.6
KHARIF,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,bhendi foliar spray details,recommended for spray 19:19:19 - 5 g / lit of water.,PUDUCHERRY,KARAIKAL,KARAIKAL,34:20.0
KHARIF,AGRICULTURE,Others,Others,Weather,weather report for Karaikal,Recommended for weather report for Karaikal  no rain fall,PUDUCHERRY,KARAIKAL,KARAIKAL,49:10.4
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Mealy bug control management in cotton,Recommended for spray profenophos 2 ml / 1 litre of water,PUDUCHERRY,KARAIKAL,KARAIKAL,08:12.3
KHARIF,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,Black gram foliar spray,"Recommended for spray DAP 2 kg (20 g / lit of  water )/ acre after 30,45th day of planting",PUDUCHERRY,KARAIKAL,KARAIKAL,15:59.5
KHARIF,AGRICULTURE,Others,Others,Weather,weather report of Pondicherry,Recommended weather report of Pondicherry have a light rainfall today,PUDUCHERRY,KARAIKAL,KARAIKAL,53:20.2
KHARIF,HORTICULTURE,Vegetables,Chillies,Seeds and Planting Material,Asking about chilli hybrid seeds availability,Recommended for contact number  0422-6611283,PUDUCHERRY,KARAIKAL,KARAIKAL,55:55.7
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,weed management in paddy,Recommended for apply only hand weeding,PUDUCHERRY,KARAIKAL,KARAIKAL,08:12.3
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Paddy market rate,Recommended as paddy market rate : Rs. (White Ponni) 2250 / Quintal.,PUDUCHERRY,PUDUCHERRY,VILLIANUR,07:41.3
RABI,HORTICULTURE,Vegetables,Drum Stick,Cultural Practices,moringa ratoon crop duration,Recommended for 3 years,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,23:10.4
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,suitable season and variety for blackgram,"recommended for the season is Markazhi – Thaipattam(Winter Irrigated) VBN 3, VBN (Bg) 4, VBN (Bg) 5, TNAU (Blackgram) VBN 6, TNAU (Blackgram) Co 6, TMV 1",PUDUCHERRY,PUDUCHERRY,MANNADIPET,19:42.1
RABI,AGRICULTURE,Others,Others,Government Schemes,crop loan details,recommended for the contact near bank,PUDUCHERRY,PUDUCHERRY,MANNADIPET,07:59.0
RABI,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Varieties,Suitable sesame varieties for Margazhipattam (December -January),"Recommended for CO 1, TMV 3, TMV 5, TMV 7, SVPR 1, VRI(SV) 2",PUDUCHERRY,PUDUCHERRY,VILLIANUR,14:58.8
RABI,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",paddy Brown plant leafhopper management,recommended for imidochlopirid 4 ml /10 litre of water,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,45:02.8
RABI,AGRICULTURE,Others,Others,Nutrient Management,Foliar nutrient spray for vetiver crop,Recommended for spray 19:19:19-5 g / litre of water,PUDUCHERRY,PUDUCHERRY,NETTAPAKKAM,20:57.4
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,ponni market price,Recommended for market price is Rs 2250/Quintal.,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,31:53.4
RABI,HORTICULTURE,Plantation Crops,Teak,"	Plant Protection	",savukkum maram root rot,Recommended for apply Trichoderma viride 1 kg+ 20 FYM / acre,PUDUCHERRY,PUDUCHERRY,VILLIANUR,05:41.5
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Thattanchavady paddy White Ponni market rate,Recommended for Thattanchavady paddy White Ponni market rate : 1667 - 1952 Rs/Quintal,PUDUCHERRY,PUDUCHERRY,VILLIANUR,31:35.1
RABI,AGRICULTURE,Others,Others,Market Information,asking about FYM and vermicompost marketing information,Recommended contact to block level agriculture office,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,18:42.7
RABI,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,gingelly market rate,recommended for Villupuram gingelly market rate Rs 3620-3870/ quintal,PUDUCHERRY,PUDUCHERRY,BAHOUR,02:22.5
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,asking about black gram vamban variety seeds availability,"recommended for contact to vamban research station , 04322-296035",PUDUCHERRY,PUDUCHERRY,MANNADIPET,22:48.5
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,seed rate of black gram,recommended for seed rate of black gram is 8 kg/ac,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,09:47.9
RABI,HORTICULTURE,Vegetables,Drum Stick,Seeds and Planting Material,annual moringa seeds availability details,Recommended for contact to horticultural department ph 04146-221163,PUDUCHERRY,PUDUCHERRY,NETTAPAKKAM,33:32.8
RABI,HORTICULTURE,Vegetables,Drum Stick,Seeds and Planting Material,Drum stick seed availability,Recommneded to contact Villupuram district Deputy Director of Horticulture phone:04146-221163,PUDUCHERRY,PUDUCHERRY,NETTAPAKKAM,38:09.5
RABI,HORTICULTURE,Vegetables,Drum Stick,Seeds and Planting Material,annual moringa seeds availability,"recommended for contact to Krishi Vigyan Kendra,Kurumbapet, Puducherry – 605 009 0413-2271292",PUDUCHERRY,PUDUCHERRY,NETTAPAKKAM,51:45.3
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,asking about tamilnadu agricultural university address,"recommended address : Professor and Head,Department of Rice,TNAU,Coimbatore-641003",PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,22:45.7
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,paddy market information,recommended for paddy market information Rs 1638/ quintal,PUDUCHERRY,PUDUCHERRY,VILLIANUR,50:11.6
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,total yield of black gram,recommended for total yield of black gram is 360 kg/ac,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,04:45.9
RABI,AGRICULTURE,Others,Others,Weather,Nagapattinam weather Report,Recommended for Nagapattinam Today No Rain Fall (0.0 mm),PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,49:36.6
RABI,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,Villupuram sesame market rate,Recommended for Villupuram sesame market rate : 3961 - 4199 Rs/Quintal,PUDUCHERRY,PUDUCHERRY,BAHOUR,54:08.4
RABI,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",Flase smut in paddy,recommended for the spray  Propiconazole 1ml /lit of water,PUDUCHERRY,PUDUCHERRY,OZHUKARAI,36:55.3
RABI,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",neelbo application method,Recommended for neelbo application method  at 500 ml/ac,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,56:46.0
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Weed Management,weed management for blackgram,Recommended for spray Pendimethalin 800ml / 200 littes ac 3rd days after sowing,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,11:14.2
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Suitable paddy varieties for navarai season,"Recommended for paddy varieties ; ADT 36, ADT 39, ASD 16, ASD 18, ADT 43, ADT (R) 45, MDU 5, CO 47,CORH 3, CO 51.",PUDUCHERRY,PUDUCHERRY,OZHUKARAI,43:44.5
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,suitable paddy varieties for navarai season,"Recommended for paddy varieties at ADT 36, ADT 39, ASD 16, ASD 18, ADT 43, ADT (R) 45, MDU 5, CO 47 and CORH 3",PUDUCHERRY,PUDUCHERRY,OZHUKARAI,48:59.6
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),"	Field Preparation	",Black gram sowing season,Recommended for season Markazhi – Thaipattam,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,10:38.4
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),"	Plant Protection	",Bean Aphids in black gram,Recommended for spray triazophos 1ml / lit,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,15:18.0
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,White Ponni market rate,Recommended as White Ponni market rate : Rs.1908 - 2132 / Quintal.,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,49:13.7
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Cultural Practices,groundnut sowing season and variety,"Recommended for groundnut sowing season : April - May and variety : TMV 7, CO 3, COGn 4, VRI 2, VRI 3,TMVGn 13",PUDUCHERRY,PUDUCHERRY,NETTAPAKKAM,51:49.1
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Cultural Practices,groundnut sowing season and variety,"Recommended for groundnut sowing season : April - May and variety : TMV 7, CO 3, COGn 4, VRI 2, VRI 3,TMVGn 13",PUDUCHERRY,PUDUCHERRY,VILLIANUR,59:50.2
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Fertilizer Use and Availability,blackgram foliar application details,Recommended for spray DAP 20 gm / lit of water.,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,58:32.6
RABI,HORTICULTURE,Fruits,Citrus,"	Plant Protection	",Citrus leaf miner management,recommended for spray neem oil 3 ml + teepol 1 ml / lit of water.,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,50:02.8
RABI,AGRICULTURE,Others,Others,Market Information,paddy market information (white ponni),recommended for Thattanchavady market price Rs.1908-2132 /Quintal (08.01.16),PUDUCHERRY,PUDUCHERRY,BAHOUR,05:52.3
RABI,HORTICULTURE,Vegetables,Ash Gourd (Petha),Seeds and Planting Material,Palur Vegetable Research Station contact number,Recommended for Palur Vegetable Research Station contact number ph 04142-75222,PUDUCHERRY,PUDUCHERRY,OZHUKARAI,22:54.3
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,whiteponni market rate,recommended for Thattanchavady whiteponni market rate Rs 1908-2132/ quintal,PUDUCHERRY,PUDUCHERRY,MANNADIPET,20:13.4
RABI,AGRICULTURE,Millets,Barnyard Millet (Kundiraivlli/Sawan,Cultural Practices,Kudiraivali seed rate,Recommended for Kudiraivali seed rate ; 4 kg / acre,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,54:45.9
RABI,AGRICULTURE,Beekeeping,Beekeeping,Training and Exposure Visits,bee keeping training details,recommended for phone number:0422-6611214,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,28:30.3
RABI,AGRICULTURE,Others,Others,"	Plant Protection	",casurina root rot  management details,recommended for drench with copper oxy chloride 2 g / lit of water.,PUDUCHERRY,PUDUCHERRY,VILLIANUR,08:11.1
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,market price for paddy,recommended for the paddy price  : Rs 1900-2083 /quintal,PUDUCHERRY,PUDUCHERRY,MANNADIPET,51:33.5
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,market price of paddy variety BPT,recommended for market price of paddy variety BPT is rs.1745-1785/quintal,PUDUCHERRY,PUDUCHERRY,VILLIANUR,59:13.3
RABI,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,Virudhachalam sesame market rate,Recommended for Virudhachalam sesame market rate : 3461 - 6136 Rs./Quintal,PUDUCHERRY,PUDUCHERRY,BAHOUR,51:01.4
RABI,AGRICULTURE,Fodder Crops,fodder sorghum,Cultural Practices,Fodder sorghum planting spacing,Recommended for Fodder sorghum planting spacing is 25 x 10 cm,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,16:14.1
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,black gram seed availability details,recommended to contact number : 04322-296035,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,02:08.4
RABI,AGRICULTURE,Millets,Maize (Makka),Cultural Practices,maize sowing season details,recommended for maize sowing season  : January  - February,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,23:50.8
RABI,AGRICULTURE,Millets,Maize (Makka),Sowing Time and Weather,Sowing season for maize crop,"Recommended for Adipattam (July - August),Purattasipattam (September - October) and Thaipattam (January - February)",PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,10:57.9
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,black gram sowing season details,recommended for  black gram sowing season : December -January,PUDUCHERRY,PUDUCHERRY,OZHUKARAI,03:35.7
RABI,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Seeds and Planting Material,Bhendi seed availability,Recommended for to contact villupuram district deputy director of horticulture  phone :04146-221163,PUDUCHERRY,PUDUCHERRY,MANNADIPET,11:29.3
RABI,AGRICULTURE,Millets,Maize (Makka),Varieties,asking about maize season and varieties information,"recommended varieties are : Thaipattam (January - February) TNAU maize hybrid Co 6, Baby corn Co(Bc) 1",PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,30:34.5
RABI,HORTICULTURE,Vegetables,Drum Stick,"	Plant Protection	",moringa sucking pest control,recommended for spray Neem oil 3 ml + 1 ml teepol / lit of water,PUDUCHERRY,PUDUCHERRY,NETTAPAKKAM,40:03.7
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Weed Management,Weed management in black gram,Recommended for spray Quizalofop ethyl 400 ml /acre 15-20 days after sowing,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,13:05.5
RABI,AGRICULTURE,Pulses,Moth Bean (kidney bean/ deww gram),Sowing Time and Weather,soybean sowing season,Recommended for soybean sowing season at February - March,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,07:35.8
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,paddy Papatla Karaikal market rate(13.1.2016),Recommended for paddy Papatla Karaikal market rate Rs 1667-1750 / quintal,PUDUCHERRY,PUDUCHERRY,VILLIANUR,48:34.1
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",top dressing for groundnut,recommended for apply Gypsum 100kg+borax 10kg/ac,PUDUCHERRY,PUDUCHERRY,BAHOUR,47:31.1
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Weed Management,weed management in blackgram,recommended for spray quizalofop ethyl 300ml/ac/200lit of water,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,48:36.9
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,contact no of rice department,recommended number for department of rice is 0422-2474967,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,00:25.3
RABI,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Varieties,asking about green gram season and varieties,"recommended for Margazhi-Thai Pattam (December – January) , VBN(Gg) 2, VBN(Gg)3",PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,44:24.8
RABI,HORTICULTURE,Vegetables,Drum Stick,Cultural Practices,Asking about Intercropping in drum stick,"Recommended for Intercropping in drum stick is Cowpea, Bhendi and Tomato .",PUDUCHERRY,PUDUCHERRY,NETTAPAKKAM,33:55.9
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,Black gram season,recommended for upto 1 st week of February,PUDUCHERRY,PUDUCHERRY,VILLIANUR,37:17.5
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Paddy Navarai varieties,"Recommended for ADT 36, ADT 39, ASD 16, ASD 18, ADT 43, ADT (R) 45, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",PUDUCHERRY,PUDUCHERRY,VILLIANUR,43:43.4
RABI,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Seeds,Sesame seed availability,recommended for contacting Oilseeds research station 04147-250293 and 04147-250001,PUDUCHERRY,PUDUCHERRY,OZHUKARAI,19:11.8
RABI,ANIMAL HUSBANDRY,Animal,POULTRY  FARM ,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",asking about poultry farming information,"Recommended Veterinary University Training and Research Centre, Nagapattinam contact no. 04365 - 224123",PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,33:39.8
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about paddy top dressing fertilizer application,recommended for apply micro food 5 kg / acre,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,40:45.7
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,B P T Market rate,Recommended as Rs. 1667 - 1750 / Quintal,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,18:09.0
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Crop Insurance,Paddy crop insurance detail,recommended for contact to near block level agriculture department office.,PUDUCHERRY,PUDUCHERRY,NETTAPAKKAM,52:28.6
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,suitable varieties for paddy,"recommended for ADT 36, ADT 39, ASD 16, ASD 18, ADT 43, ADT (R) 45, MDU 5, CO 47,CORH 3",PUDUCHERRY,PUDUCHERRY,NETTAPAKKAM,18:23.0
RABI,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Market Information,Sesame market rate,Recommended as sesame market rate : Rs. 2098 - 3890 / Quintal,PUDUCHERRY,PUDUCHERRY,BAHOUR,44:45.1
